customer_id,city,customer_type
CUST-00173,Makassar,Individual
CUST-00174,Medan,Corporate
CUST-00175,Balikpapan,Individual
CUST-00176,Jakarta,Corporate
CUST-00177,Semarang,Individual
CUST-00178,Medan,Individual
CUST-00179,Palembang,nan
CUST-00180,Surabaya,Individual
CUST-00181,Bandung,Corporate
CUST-00182,Surabaya,Individual
CUST-00183,Semarang,Individual
CUST-00184,Surabaya,Individual
CUST-00185,Balikpapan,Corporate
CUST-00186,Surabaya,Individual
CUST-00187,Balikpapan,Individual
CUST-00188,Makassar,Individual
CUST-00189,Yogyakarta,Individual
CUST-00190,Balikpapan,Individual
CUST-00191,Denpasar,Individual
CUST-00192,Medan,Corporate
CUST-00193,Surabaya,Corporate
CUST-00194,Surabaya,Individual
CUST-00195,Makassar,Individual
CUST-00196,Medan,Individual
CUST-00197,Makassar,Corporate
CUST-00198,Semarang,Corporate
CUST-00199,Yogyakarta,Individual
CUST-00200,Palembang,Individual
CUST-00201,Medan,Corporate
CUST-00202,Medan,Corporate
CUST-00203,Jakarta,Individual
CUST-00204,Semarang,nan
CUST-00205,Surabaya,Individual
CUST-00206,Bandung,Individual
CUST-00207,Balikpapan,Corporate
CUST-00208,Bandung,Individual
CUST-00209,Medan,nan
CUST-00210,Palembang,Individual
CUST-00211,Makassar,Individual
CUST-00212,Balikpapan,Individual
CUST-00213,Surabaya,nan
CUST-00214,Balikpapan,nan
CUST-00215,Denpasar,Individual
CUST-00216,Semarang,nan
CUST-00217,Surabaya,Individual
CUST-00218,Yogyakarta,Corporate
CUST-00219,Palembang,Individual
CUST-00220,Medan,Individual
CUST-00221,Medan,Individual
CUST-00222,Denpasar,Individual
CUST-00223,Balikpapan,nan
CUST-00224,Palembang,Individual
CUST-00225,Makassar,Corporate
CUST-00226,Medan,Individual
CUST-00227,Semarang,Individual
CUST-00228,Makassar,Individual
CUST-00229,Makassar,Individual
CUST-00230,Semarang,Corporate
CUST-00231,Denpasar,Individual
CUST-00232,Yogyakarta,nan
CUST-00233,Bandung,Individual
CUST-00234,Makassar,Corporate
CUST-00235,Bandung,Individual
CUST-00236,Semarang,Individual
CUST-00237,Surabaya,Individual
CUST-00238,Medan,Individual
CUST-00239,Denpasar,nan
CUST-00240,Makassar,Individual
CUST-00241,Yogyakarta,Individual
CUST-00242,Yogyakarta,Corporate
CUST-00243,Denpasar,Individual
CUST-00244,Semarang,Individual
CUST-00245,Semarang,Individual
CUST-00246,Semarang,Corporate
CUST-00247,Palembang,Individual
CUST-00248,Palembang,Individual
CUST-00249,Surabaya,Corporate
CUST-00250,Palembang,Individual
CUST-00251,Semarang,Corporate
CUST-00252,Palembang,Individual
CUST-00253,Bandung,Corporate
CUST-00254,Makassar,Individual
CUST-00255,Makassar,Individual
CUST-00256,Balikpapan,Individual
CUST-00257,Bandung,Individual
CUST-00258,Makassar,nan
CUST-00259,Semarang,Individual
CUST-00260,Semarang,Individual
CUST-00261,Surabaya,Individual
CUST-00262,Jakarta,Corporate
CUST-00263,Semarang,Corporate
CUST-00264,Denpasar,Corporate
CUST-00265,Jakarta,Individual
CUST-00266,Jakarta,Individual
CUST-00267,Yogyakarta,Individual
CUST-00268,Makassar,Individual
CUST-00269,Palembang,nan
CUST-00270,Palembang,Individual
CUST-00271,Medan,Individual
CUST-00272,Semarang,Individual
CUST-00273,Makassar,Corporate
CUST-00274,Surabaya,Individual
CUST-00275,Surabaya,Corporate
CUST-00276,Makassar,Individual
CUST-00277,Surabaya,Individual
CUST-00278,Medan,Individual
CUST-00279,Yogyakarta,Individual
CUST-00280,Palembang,Individual
CUST-00281,Surabaya,Individual
CUST-00282,Balikpapan,nan
CUST-00283,Medan,Individual
CUST-00284,Jakarta,Individual
CUST-00285,Palembang,Individual
CUST-00286,Bandung,Corporate
CUST-00287,Makassar,Individual
CUST-00288,Jakarta,Individual
CUST-00289,Yogyakarta,nan
CUST-00290,Bandung,Individual
CUST-00291,Denpasar,nan
CUST-00292,Jakarta,Corporate
CUST-00293,Makassar,nan
CUST-00294,Yogyakarta,Corporate
CUST-00295,Makassar,Individual
CUST-00296,Palembang,Individual
CUST-00297,Yogyakarta,Individual
CUST-00298,Yogyakarta,Individual
CUST-00299,Makassar,Individual
CUST-00300,Bandung,Individual
CUST-00301,Denpasar,Corporate
CUST-00302,Medan,nan
CUST-00303,Jakarta,Individual
CUST-00304,Bandung,nan
CUST-00305,Jakarta,nan
CUST-00306,Palembang,Individual
CUST-00307,Surabaya,Individual
CUST-00308,Jakarta,Individual
CUST-00309,Balikpapan,nan
CUST-00310,Denpasar,Individual
CUST-00311,Balikpapan,Individual
CUST-00312,Palembang,Individual
CUST-00313,Semarang,Individual
CUST-00314,Denpasar,Corporate
CUST-00315,Balikpapan,Corporate
CUST-00316,Yogyakarta,Individual
CUST-00317,Bandung,Individual
CUST-00318,Denpasar,nan
CUST-00319,Denpasar,Individual
CUST-00320,Balikpapan,nan
CUST-00321,Medan,Corporate
CUST-00322,Palembang,Individual
CUST-00323,Bandung,Individual
CUST-00324,Jakarta,Corporate
CUST-00325,Makassar,Corporate
CUST-00326,Jakarta,Individual
CUST-00327,Bandung,Individual
CUST-00328,Yogyakarta,Corporate
CUST-00329,Jakarta,Individual
CUST-00330,Balikpapan,Corporate
CUST-00331,Jakarta,nan
CUST-00332,Semarang,Corporate
CUST-00333,Palembang,Individual
CUST-00334,Balikpapan,Individual
CUST-00335,Makassar,Individual
CUST-00336,Palembang,nan
CUST-00337,Yogyakarta,nan
CUST-00338,Jakarta,Individual
CUST-00339,Yogyakarta,Individual
CUST-00340,Surabaya,Individual
CUST-00341,Bandung,Corporate
CUST-00342,Medan,Individual
CUST-00343,Yogyakarta,Individual
CUST-00344,Balikpapan,Individual
CUST-00345,Surabaya,Individual
CUST-00346,Makassar,nan
CUST-00347,Makassar,Corporate
CUST-00348,Jakarta,nan
CUST-00349,Denpasar,nan
CUST-00350,Surabaya,Individual
CUST-00351,Makassar,Individual
CUST-00352,Bandung,Individual
CUST-00353,Surabaya,Individual
CUST-00354,Bandung,Individual
CUST-00355,Denpasar,nan
CUST-00356,Semarang,Individual
CUST-00357,Semarang,Individual
CUST-00358,Surabaya,Individual
CUST-00359,Balikpapan,Individual
CUST-00360,Makassar,Corporate
CUST-00361,Makassar,Corporate
CUST-00362,Balikpapan,Corporate
CUST-00363,Medan,Individual
CUST-00364,Jakarta,Individual
CUST-00365,Medan,Individual
CUST-00366,Palembang,Corporate
CUST-00367,Yogyakarta,Individual
CUST-00368,Medan,Corporate
CUST-00369,Denpasar,Corporate
CUST-00370,Bandung,Individual
CUST-00371,Yogyakarta,Individual
CUST-00372,Jakarta,Individual
CUST-00373,Makassar,Corporate
CUST-00374,Yogyakarta,Individual
CUST-00375,Yogyakarta,nan
CUST-00376,Yogyakarta,Individual
CUST-00377,Makassar,Individual
CUST-00378,Semarang,Individual
CUST-00379,Balikpapan,Corporate
CUST-00380,Bandung,Individual
CUST-00381,Medan,Individual
CUST-00382,Yogyakarta,Individual
CUST-00383,Semarang,Corporate
CUST-00384,Balikpapan,nan
CUST-00385,Balikpapan,Corporate
CUST-00386,Balikpapan,Individual
CUST-00387,Bandung,Corporate
CUST-00388,Medan,Corporate
CUST-00389,Surabaya,Individual
CUST-00390,Yogyakarta,Corporate
CUST-00391,Denpasar,nan
CUST-00392,Jakarta,Individual
CUST-00393,Medan,Corporate
CUST-00394,Medan,Individual
CUST-00395,Denpasar,nan
CUST-00396,Yogyakarta,Corporate
CUST-00397,Balikpapan,Individual
CUST-00398,Denpasar,Individual
CUST-00399,Jakarta,Individual
CUST-00400,Balikpapan,Individual
CUST-00401,Medan,Individual
CUST-00402,Makassar,Individual
CUST-00403,Jakarta,Individual
CUST-00404,Makassar,Corporate
CUST-00405,Semarang,nan
CUST-00406,Bandung,Individual
CUST-00407,Surabaya,Individual
CUST-00408,Bandung,Individual
CUST-00409,Jakarta,Individual
CUST-00410,Jakarta,nan
CUST-00411,Medan,Corporate
CUST-00412,Jakarta,Individual
CUST-00413,Denpasar,nan
CUST-00414,Medan,Individual
CUST-00415,Bandung,Individual
CUST-00416,Balikpapan,Corporate
CUST-00417,Medan,Individual
CUST-00418,Semarang,Corporate
CUST-00419,Makassar,Individual
CUST-00420,Palembang,Individual
CUST-00421,Medan,Corporate
CUST-00422,Palembang,Individual
CUST-00423,Surabaya,Individual
CUST-00424,Medan,Individual
CUST-00425,Bandung,Individual
CUST-00426,Jakarta,nan
CUST-00427,Jakarta,Corporate
CUST-00428,Yogyakarta,nan
CUST-00429,Balikpapan,Corporate
CUST-00430,Balikpapan,Individual
CUST-00431,Palembang,Individual
CUST-00432,Jakarta,Individual
CUST-00433,Semarang,nan
CUST-00434,Surabaya,Individual
CUST-00435,Yogyakarta,Individual
CUST-00436,Surabaya,Corporate
CUST-00437,Balikpapan,Corporate
CUST-00438,Medan,nan
CUST-00439,Yogyakarta,Individual
CUST-00440,Semarang,nan
CUST-00441,Surabaya,Individual
CUST-00442,Balikpapan,Corporate
CUST-00443,Palembang,Corporate
CUST-00444,Balikpapan,Individual
CUST-00445,Bandung,Individual
CUST-00446,Bandung,Individual
CUST-00447,Yogyakarta,Individual
CUST-00448,Bandung,Individual
CUST-00449,Medan,Individual
CUST-00450,Bandung,nan
CUST-00451,Semarang,Individual
CUST-00452,Yogyakarta,Corporate
CUST-00453,Yogyakarta,Individual
CUST-00454,Palembang,Individual
CUST-00455,Semarang,nan
CUST-00456,Yogyakarta,Individual
CUST-00457,Surabaya,Individual
CUST-00458,Surabaya,Individual
CUST-00459,Denpasar,Corporate
CUST-00460,Semarang,Corporate
CUST-00461,Denpasar,Corporate
CUST-00462,Makassar,Individual
CUST-00463,Makassar,Corporate
CUST-00464,Surabaya,Individual
CUST-00465,Makassar,Individual
CUST-00466,Makassar,Corporate
CUST-00467,Surabaya,Corporate
CUST-00468,Balikpapan,Individual
CUST-00469,Surabaya,Individual
CUST-00470,Bandung,Individual
CUST-00471,Surabaya,Individual
CUST-00472,Yogyakarta,nan
CUST-00473,Yogyakarta,Corporate
CUST-00474,Surabaya,Individual
CUST-00475,Balikpapan,Corporate
CUST-00476,Makassar,nan
CUST-00477,Yogyakarta,Individual
CUST-00478,Medan,Individual
CUST-00479,Bandung,nan
CUST-00480,Denpasar,Individual
CUST-00481,Makassar,Individual
CUST-00482,Bandung,nan
CUST-00483,Jakarta,Individual
CUST-00484,Surabaya,Individual
CUST-00485,Palembang,Individual
CUST-00486,Makassar,Corporate
CUST-00487,Semarang,Individual
CUST-00488,Denpasar,Individual
CUST-00489,Jakarta,Corporate
CUST-00490,Palembang,Individual
CUST-00491,Yogyakarta,Individual
CUST-00492,Bandung,Corporate
CUST-00493,Bandung,Corporate
CUST-00494,Semarang,Individual
CUST-00495,Yogyakarta,Corporate
CUST-00496,Surabaya,Individual
CUST-00497,Yogyakarta,Individual
CUST-00498,Semarang,Individual
CUST-00499,Bandung,Individual
CUST-00500,Palembang,nan
CUST-00501,Medan,Individual
CUST-00502,Palembang,Individual
CUST-00503,Surabaya,Corporate
CUST-00504,Yogyakarta,Individual
CUST-00505,Surabaya,Individual
CUST-00506,Balikpapan,Individual
CUST-00507,Balikpapan,Corporate
CUST-00508,Medan,Individual
CUST-00509,Makassar,Individual
CUST-00510,Denpasar,Corporate
CUST-00511,Makassar,Corporate
CUST-00512,Jakarta,Individual
CUST-00513,Yogyakarta,Individual
CUST-00514,Surabaya,Individual
CUST-00515,Palembang,Corporate
CUST-00516,Makassar,Individual
CUST-00517,Makassar,Individual
CUST-00518,Yogyakarta,Corporate
CUST-00519,Yogyakarta,Individual
CUST-00520,Semarang,Individual
CUST-00521,Yogyakarta,Individual
CUST-00522,Makassar,Individual
CUST-00523,Surabaya,Corporate
CUST-00524,Palembang,Individual
CUST-00525,Bandung,Individual
CUST-00526,Medan,Individual
CUST-00527,Palembang,Corporate
CUST-00528,Bandung,Corporate
CUST-00529,Jakarta,Corporate
CUST-00530,Surabaya,Individual
CUST-00531,Yogyakarta,nan
CUST-00532,Jakarta,Individual
CUST-00533,Semarang,Individual
CUST-00534,Semarang,Individual
CUST-00535,Semarang,Individual
CUST-00536,Palembang,Corporate
CUST-00537,Jakarta,Corporate
CUST-00538,Jakarta,Individual
CUST-00539,Medan,Individual
CUST-00540,Semarang,nan
CUST-00541,Yogyakarta,Individual
CUST-00542,Semarang,Individual
CUST-00543,Surabaya,Individual
CUST-00544,Makassar,nan
CUST-00545,Palembang,Individual
CUST-00546,Balikpapan,Individual
CUST-00547,Medan,Individual
CUST-00548,Balikpapan,Individual
CUST-00549,Semarang,Individual
CUST-00550,Palembang,Individual
CUST-00551,Jakarta,Individual
CUST-00552,Balikpapan,Individual
CUST-00553,Balikpapan,Individual
CUST-00554,Denpasar,Individual
CUST-00555,Bandung,Individual
CUST-00556,Makassar,nan
CUST-00557,Jakarta,Corporate
CUST-00558,Medan,Individual
CUST-00559,Yogyakarta,Individual
CUST-00560,Makassar,Individual
CUST-00561,Surabaya,Individual
CUST-00562,Denpasar,Individual
CUST-00563,Balikpapan,Individual
CUST-00564,Balikpapan,Individual
CUST-00565,Palembang,Corporate
CUST-00566,Jakarta,Individual
CUST-00567,Semarang,Corporate
CUST-00568,Yogyakarta,nan
CUST-00569,Makassar,Individual
CUST-00570,Medan,Individual
CUST-00571,Medan,Individual
CUST-00572,Yogyakarta,Individual
CUST-00573,Medan,Individual
CUST-00574,Surabaya,nan
CUST-00575,Balikpapan,Individual
CUST-00576,Makassar,Corporate
CUST-00577,Denpasar,Individual
CUST-00578,Semarang,nan
CUST-00579,Jakarta,Individual
CUST-00580,Denpasar,nan
CUST-00581,Bandung,Corporate
CUST-00582,Balikpapan,Corporate
CUST-00583,Denpasar,Corporate
CUST-00584,Medan,Individual
CUST-00585,Denpasar,Individual
CUST-00586,Makassar,Individual
CUST-00587,Balikpapan,Corporate
CUST-00588,Balikpapan,nan
CUST-00589,Medan,Individual
CUST-00590,Jakarta,Corporate
CUST-00591,Bandung,Individual
CUST-00592,Makassar,nan
CUST-00593,Makassar,Individual
CUST-00594,Bandung,Corporate
CUST-00595,Palembang,Individual
CUST-00596,Yogyakarta,Individual
CUST-00597,Semarang,nan
CUST-00598,Yogyakarta,nan
CUST-00599,Denpasar,Individual
CUST-00600,Makassar,Corporate
CUST-00601,Palembang,nan
CUST-00602,Makassar,Individual
CUST-00603,Balikpapan,Corporate
CUST-00604,Medan,Individual
CUST-00605,Palembang,nan
CUST-00606,Balikpapan,nan
CUST-00607,Semarang,nan
CUST-00608,Palembang,Corporate
CUST-00609,Jakarta,nan
CUST-00610,Makassar,Individual
CUST-00611,Jakarta,Corporate
CUST-00612,Balikpapan,Individual
CUST-00613,Balikpapan,Individual
CUST-00614,Yogyakarta,Individual
CUST-00615,Bandung,Individual
CUST-00616,Semarang,nan
CUST-00617,Bandung,nan
CUST-00618,Medan,Individual
CUST-00619,Medan,Corporate
CUST-00620,Surabaya,Corporate
CUST-00621,Denpasar,Individual
CUST-00622,Denpasar,nan
CUST-00623,Makassar,Individual
CUST-00624,Semarang,Individual
CUST-00625,Balikpapan,Individual
CUST-00626,Semarang,Corporate
CUST-00627,Surabaya,Individual
CUST-00628,Semarang,Individual
CUST-00629,Palembang,Individual
CUST-00630,Jakarta,Individual
CUST-00631,Balikpapan,Individual
CUST-00632,Jakarta,Individual
CUST-00633,Palembang,Individual
CUST-00634,Makassar,Individual
CUST-00635,Medan,Corporate
CUST-00636,Medan,Corporate
CUST-00637,Surabaya,Corporate
CUST-00638,Bandung,Individual
CUST-00639,Palembang,Individual
CUST-00640,Surabaya,Individual
CUST-00641,Makassar,Corporate
CUST-00642,Palembang,Individual
CUST-00643,Yogyakarta,Corporate
CUST-00644,Jakarta,nan
CUST-00645,Semarang,nan
CUST-00646,Makassar,nan
CUST-00647,Bandung,Individual
CUST-00648,Surabaya,nan
CUST-00649,Jakarta,Individual
CUST-00650,Denpasar,Individual
CUST-00651,Palembang,Individual
CUST-00652,Balikpapan,Individual
CUST-00653,Makassar,Corporate
CUST-00654,Jakarta,Individual
CUST-00655,Bandung,Corporate
CUST-00656,Surabaya,Individual
CUST-00657,Bandung,nan
CUST-00658,Makassar,Corporate
CUST-00659,Semarang,nan
CUST-00660,Denpasar,nan
CUST-00661,Makassar,Individual
CUST-00662,Denpasar,Individual
CUST-00663,Jakarta,Individual
CUST-00664,Denpasar,Corporate
CUST-00665,Yogyakarta,Individual
CUST-00666,Medan,Individual
CUST-00667,Makassar,nan
CUST-00668,Jakarta,Individual
CUST-00669,Bandung,Individual
CUST-00670,Bandung,Corporate
CUST-00671,Balikpapan,Individual
CUST-00672,Bandung,Corporate
CUST-00673,Makassar,Individual
CUST-00674,Denpasar,Individual
CUST-00675,Makassar,Individual
CUST-00676,Surabaya,Individual
CUST-00677,Balikpapan,Individual
CUST-00678,Surabaya,Individual
CUST-00679,Makassar,nan
CUST-00680,Surabaya,Corporate
CUST-00681,Medan,nan
CUST-00682,Palembang,Individual
CUST-00683,Jakarta,Individual
CUST-00684,Semarang,nan
CUST-00685,Jakarta,Individual
CUST-00686,Makassar,Corporate
CUST-00687,Palembang,Corporate
CUST-00688,Bandung,Individual
CUST-00689,Balikpapan,Individual
CUST-00690,Denpasar,nan
CUST-00691,Balikpapan,Individual
CUST-00692,Surabaya,Individual
CUST-00693,Semarang,Corporate
CUST-00694,Medan,Individual
CUST-00695,Balikpapan,Individual
CUST-00696,Makassar,nan
CUST-00697,Balikpapan,Corporate
CUST-00698,Surabaya,Individual
CUST-00699,Semarang,nan
CUST-00700,Yogyakarta,Individual
CUST-00701,Surabaya,Corporate
CUST-00702,Jakarta,Individual
CUST-00703,Surabaya,nan
CUST-00704,Semarang,nan
CUST-00705,Medan,Individual
CUST-00706,Medan,Corporate
CUST-00707,Yogyakarta,Individual
CUST-00708,Bandung,Individual
CUST-00709,Medan,Individual
CUST-00710,Yogyakarta,Individual
CUST-00711,Jakarta,nan
CUST-00712,Jakarta,Individual
CUST-00713,Denpasar,Corporate
CUST-00714,Medan,nan
CUST-00715,Palembang,nan
CUST-00716,Bandung,nan
CUST-00717,Denpasar,Individual
CUST-00718,Jakarta,nan
CUST-00719,Balikpapan,Corporate
CUST-00720,Bandung,Individual
CUST-00721,Bandung,nan
CUST-00722,Palembang,Individual
CUST-00723,Medan,Corporate
CUST-00724,Yogyakarta,Individual
CUST-00725,Jakarta,nan
CUST-00726,Palembang,Individual
CUST-00727,Palembang,Individual
CUST-00728,Yogyakarta,Individual
CUST-00729,Bandung,Individual
CUST-00730,Palembang,Individual
CUST-00731,Semarang,Individual
CUST-00732,Jakarta,Corporate
CUST-00733,Denpasar,Individual
CUST-00734,Semarang,Individual
CUST-00735,Jakarta,Corporate
CUST-00736,Yogyakarta,Individual
CUST-00737,Semarang,Individual
CUST-00738,Yogyakarta,Corporate
CUST-00739,Bandung,Corporate
CUST-00740,Yogyakarta,Individual
CUST-00741,Surabaya,Individual
CUST-00742,Yogyakarta,Corporate
CUST-00743,Balikpapan,Individual
CUST-00744,Jakarta,Individual
CUST-00745,Balikpapan,Corporate
CUST-00746,Palembang,Individual
CUST-00747,Bandung,Individual
CUST-00748,Denpasar,Individual
CUST-00749,Semarang,Corporate
CUST-00750,Semarang,nan
CUST-00751,Balikpapan,Individual
CUST-00752,Medan,Individual
CUST-00753,Denpasar,Individual
CUST-00754,Denpasar,nan
CUST-00755,Jakarta,Corporate
CUST-00756,Denpasar,Individual
CUST-00757,Jakarta,Corporate
CUST-00758,Balikpapan,Individual
CUST-00759,Makassar,Corporate
CUST-00760,Bandung,Individual
CUST-00761,Denpasar,Individual
CUST-00762,Medan,Corporate
CUST-00763,Semarang,Individual
CUST-00764,Palembang,Individual
CUST-00765,Makassar,Individual
CUST-00766,Yogyakarta,nan
CUST-00767,Surabaya,Corporate
CUST-00768,Denpasar,Individual
CUST-00769,Makassar,nan
CUST-00770,Makassar,Individual
CUST-00771,Makassar,Corporate
CUST-00772,Balikpapan,nan
CUST-00773,Medan,Individual
CUST-00774,Bandung,Corporate
CUST-00775,Palembang,Corporate
CUST-00776,Surabaya,Corporate
CUST-00777,Yogyakarta,Individual
CUST-00778,Medan,Individual
CUST-00779,Balikpapan,Corporate
CUST-00780,Bandung,Individual
CUST-00781,Denpasar,Individual
CUST-00782,Bandung,Individual
CUST-00783,Medan,Individual
CUST-00784,Bandung,Individual
CUST-00785,Semarang,nan
CUST-00786,Bandung,Individual
CUST-00787,Medan,Corporate
CUST-00788,Makassar,Individual
CUST-00789,Denpasar,Individual
CUST-00790,Jakarta,Corporate
CUST-00791,Bandung,Individual
CUST-00792,Medan,nan
CUST-00793,Denpasar,Individual
CUST-00794,Semarang,Individual
CUST-00795,Yogyakarta,Individual
CUST-00796,Balikpapan,Corporate
CUST-00797,Balikpapan,nan
CUST-00798,Denpasar,Individual
CUST-00799,Denpasar,Individual
CUST-00800,Palembang,Individual
CUST-00801,Makassar,Individual
CUST-00802,Yogyakarta,Corporate
CUST-00803,Makassar,Corporate
CUST-00804,Balikpapan,Corporate
CUST-00805,Semarang,nan
CUST-00806,Denpasar,Corporate
CUST-00807,Palembang,Individual
CUST-00808,Balikpapan,Individual
CUST-00809,Yogyakarta,nan
CUST-00810,Jakarta,nan
CUST-00811,Makassar,Individual
CUST-00812,Jakarta,Individual
CUST-00813,Jakarta,nan
CUST-00814,Jakarta,Individual
CUST-00815,Semarang,Individual
CUST-00816,Denpasar,Individual
CUST-00817,Denpasar,Individual
CUST-00818,Bandung,Individual
CUST-00819,Medan,Individual
CUST-00820,Surabaya,Corporate
CUST-00821,Semarang,nan
CUST-00822,Denpasar,Individual
CUST-00823,Makassar,Individual
CUST-00824,Bandung,Individual
CUST-00825,Semarang,Corporate
CUST-00826,Balikpapan,Individual
CUST-00827,Yogyakarta,Individual
CUST-00828,Yogyakarta,Individual
CUST-00829,Bandung,nan
CUST-00830,Balikpapan,nan
CUST-00831,Palembang,Individual
